"CCG","Cancer Alliance","STP","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness (%)"
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Lung",37,13,22,86,NA,NA,NA,10,94
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Prostate",34,27,35,25,NA,NA,NA,22,84.6
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Rectum and rectosigmoid junction",8,9,17,11,NA,NA,1,2,93.8
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Oesophagus including cardia and gastroesophageal junction",5,1,14,12,NA,NA,NA,6,84.2
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Thyroid",2,1,2,2,NA,NA,NA,5,58.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Oropharynx, base of tongue, tonsil, soft palate and uvula",NA,2,1,7,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Other",12,11,17,26,9,1,79,53,36.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Melanoma of skin",29,6,1,NA,NA,NA,NA,4,90
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Pancreas",3,8,1,20,NA,NA,NA,9,78
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Prostate",41,20,43,32,NA,NA,NA,25,84.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Rectum and rectosigmoid junction",9,10,18,10,NA,NA,NA,4,92.2
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Stomach excluding cardia and gastroesophageal junction",NA,1,1,9,NA,NA,NA,2,84.6
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Testis",3,1,NA,NA,NA,NA,NA,1,80
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Cervix",NA,5,NA,1,NA,NA,NA,1,85.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Colon",12,37,16,20,NA,NA,NA,6,93.4
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Hodgkin lymphoma",NA,1,1,2,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Kidney, except renal pelvis",8,2,4,7,NA,NA,NA,3,87.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Oral cavity, hard palate and lip (inner aspect)",3,1,1,3,NA,NA,NA,2,80
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Lung",29,11,22,83,NA,NA,NA,3,98
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Melanoma of skin",37,4,4,NA,NA,NA,NA,3,93.8
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Non-Hodgkin lymphoma",3,2,4,16,NA,NA,NA,3,89.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Oesophagus including cardia and gastroesophageal junction",2,7,9,13,NA,NA,NA,6,83.8
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Oral cavity, hard palate and lip (inner aspect)",3,NA,1,6,NA,NA,NA,1,90.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Oropharynx, base of tongue, tonsil, soft palate and uvula",NA,1,1,6,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Other",11,9,15,9,12,2,70,56,31.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Ovary, fallopian tube and primary peritoneal carcinomas",9,NA,7,10,NA,NA,NA,1,96.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Pancreas",2,5,1,12,NA,NA,NA,8,71.4
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Prostate",44,21,29,20,NA,NA,NA,23,83.2
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Rectum and rectosigmoid junction",6,6,12,7,NA,NA,NA,2,93.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Stomach excluding cardia and gastroesophageal junction",NA,4,NA,4,NA,NA,NA,2,80
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Testis",5,NA,NA,NA,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2019,"Oropharynx, base of tongue, tonsil, soft palate and uvula",3,6,2,4,NA,NA,NA,1,93.8
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2019,"Other",10,7,11,15,1,1,67,62,25.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Bladder",11,7,1,4,NA,NA,1,5,79.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Breast",73,65,10,11,NA,NA,NA,2,98.8
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Cervix",2,1,NA,2,NA,NA,NA,9,35.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Colon",10,26,16,20,NA,NA,NA,2,97.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Hodgkin lymphoma",NA,2,2,1,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Kidney, except renal pelvis",21,2,4,10,NA,NA,NA,3,92.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Bladder",14,13,5,3,NA,NA,NA,5,87.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Breast",84,76,11,12,NA,NA,NA,9,95.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Melanoma of skin",19,9,NA,3,NA,NA,NA,2,93.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Non-Hodgkin lymphoma",4,3,6,17,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Hodgkin lymphoma",2,4,4,4,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Kidney, except renal pelvis",20,3,10,7,NA,NA,NA,6,87
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Larynx including anterior surface of epiglottis",NA,4,5,2,NA,NA,NA,1,91.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Lung",47,13,32,76,NA,NA,NA,6,96.6
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Cervix",6,NA,NA,1,NA,NA,NA,5,58.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Non-Hodgkin lymphoma",7,3,7,22,NA,NA,NA,2,95.1
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Oesophagus including cardia and gastroesophageal junction",3,4,11,13,NA,NA,NA,11,73.8
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Oral cavity, hard palate and lip (inner aspect)",3,2,2,3,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,1,1,8,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Other",13,11,13,24,6,3,53,57,38.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Ovary, fallopian tube and primary peritoneal carcinomas",8,1,9,3,NA,NA,NA,2,91.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Pancreas",5,2,3,18,NA,NA,NA,7,80
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Prostate",56,22,33,27,NA,NA,NA,15,90.2
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Rectum and rectosigmoid junction",15,4,18,7,NA,NA,NA,1,97.8
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Larynx including anterior surface of epiglottis",2,NA,1,2,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Testis",4,NA,1,NA,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Thyroid",9,3,NA,1,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Uterus",21,5,3,2,NA,NA,NA,1,96.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Stomach excluding cardia and gastroesophageal junction",2,2,NA,5,NA,NA,NA,7,56.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Testis",2,NA,NA,1,NA,NA,NA,3,50
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Thyroid",1,NA,NA,1,NA,NA,NA,10,16.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Uterus",17,1,3,1,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2019,"Hodgkin lymphoma",NA,1,4,NA,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2019,"Kidney, except renal pelvis",22,NA,3,6,NA,NA,NA,13,70.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Bladder",14,12,NA,5,NA,NA,NA,2,93.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Breast",46,43,4,7,NA,NA,NA,7,93.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Cervix",3,3,1,3,NA,NA,NA,5,66.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Colon",6,18,20,22,NA,NA,NA,11,85.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Hodgkin lymphoma",NA,2,NA,2,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Kidney, except renal pelvis",12,5,1,8,NA,NA,NA,5,83.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Larynx including anterior surface of epiglottis",2,2,2,3,NA,NA,NA,1,90
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Lung",36,15,33,66,NA,NA,NA,9,94.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Melanoma of skin",21,7,3,1,NA,NA,NA,6,84.2
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Non-Hodgkin lymphoma",5,6,4,16,NA,NA,NA,2,93.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Oesophagus including cardia and gastroesophageal junction",7,5,10,10,NA,NA,NA,6,84.2
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Oral cavity, hard palate and lip (inner aspect)",NA,NA,2,3,NA,NA,NA,2,71.4
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Oropharynx, base of tongue, tonsil, soft palate and uvula",2,1,2,4,NA,NA,NA,1,90
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Other",6,5,7,11,NA,NA,75,71,16.6
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Ovary, fallopian tube and primary peritoneal carcinomas",12,3,7,3,NA,NA,NA,1,96.2
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2014,"Pancreas",NA,1,NA,14,NA,NA,NA,11,57.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Cervix",4,1,NA,3,NA,NA,NA,3,72.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Colon",20,33,20,24,NA,NA,NA,2,98
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Bladder",14,12,5,5,NA,NA,NA,4,90
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Breast",87,53,14,9,NA,NA,NA,11,93.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Cervix",1,NA,NA,1,NA,NA,NA,3,40
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Colon",9,23,15,19,NA,NA,NA,7,90.4
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Hodgkin lymphoma",NA,NA,2,2,NA,NA,NA,2,66.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Kidney, except renal pelvis",14,2,4,5,NA,NA,NA,2,92.6
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Larynx including anterior surface of epiglottis",1,NA,NA,NA,NA,NA,NA,3,25
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Lung",15,14,31,95,NA,NA,1,5,96.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Melanoma of skin",20,7,9,4,NA,NA,NA,2,95.2
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Thyroid",6,NA,2,2,NA,NA,NA,8,55.6
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2016,"Uterus",23,1,5,1,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Oral cavity, hard palate and lip (inner aspect)",NA,1,NA,2,NA,NA,NA,5,37.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2018,"Stomach excluding cardia and gastroesophageal junction",3,NA,1,5,NA,NA,NA,5,64.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Bladder",12,10,5,1,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Breast",43,55,6,7,NA,NA,1,5,94.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Uterus",18,1,2,NA,NA,NA,NA,3,87.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Colon",9,23,20,19,NA,NA,NA,3,95.9
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Hodgkin lymphoma",2,1,NA,3,NA,NA,NA,1,85.7
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Kidney, except renal pelvis",20,1,9,8,NA,NA,NA,4,90.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Larynx including anterior surface of epiglottis",4,1,NA,NA,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Lung",38,12,27,71,NA,NA,NA,6,96.1
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Melanoma of skin",24,10,7,1,NA,NA,NA,4,91.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Non-Hodgkin lymphoma",5,2,4,27,NA,NA,1,1,95
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Oesophagus including cardia and gastroesophageal junction",6,4,13,16,NA,NA,NA,12,76.5
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Oral cavity, hard palate and lip (inner aspect)",5,2,1,3,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Oropharynx, base of tongue, tonsil, soft palate and uvula",NA,1,1,8,NA,NA,NA,NA,100
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2017,"Other",8,10,21,26,4,2,72,58,35.3
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2015,"Thyroid",3,NA,4,1,NA,NA,NA,2,80
"NHS North Lincolnshire CCG","Humber, Coast and Vale","Humber, Coast and Vale",2013,"Ovary, fallopian tube and primary peritoneal carcinomas",4,NA,5,6,NA,NA,NA,1,93.8
